team_name,player_id,player_name,season,year,quarter,primary_position,secondary_position,primary_position_group,secondary_position_group,player_match_minutes,player_match_np_xg_per_shot,player_match_np_xg,player_match_np_shots,player_match_goals,player_match_np_goals,player_match_xa,player_match_key_passes,player_match_op_key_passes,player_match_assists,player_match_through_balls,player_match_passes_into_box,player_match_op_passes_into_box,player_match_touches_inside_box,player_match_tackles,player_match_interceptions,player_match_possession,player_match_dribbled_past,player_match_dribbles_faced,player_match_dribbles,player_match_challenge_ratio,player_match_fouls,player_match_dispossessions,player_match_long_balls,player_match_successful_long_balls,player_match_long_ball_ratio,player_match_shots_blocked,player_match_clearances,player_match_aerials,player_match_successful_aerials,player_match_aerial_ratio,player_match_passes,player_match_successful_passes,player_match_passing_ratio,player_match_op_passes,player_match_forward_passes,player_match_backward_passes,player_match_sideways_passes,player_match_op_f3_passes,player_match_op_f3_forward_passes,player_match_op_f3_backward_passes,player_match_op_f3_sideways_passes,player_match_np_shots_on_target,player_match_crosses,player_match_successful_crosses,player_match_crossing_ratio,player_match_penalties_won,player_match_passes_inside_box,player_match_op_xa,player_match_op_assists,player_match_pressured_long_balls,player_match_unpressured_long_balls,player_match_aggressive_actions,player_match_turnovers,player_match_crosses_into_box,player_match_sp_xa,player_match_op_shots,player_match_touches,player_match_pressure_regains,player_match_box_cross_ratio,player_match_deep_progressions,player_match_shot_touch_ratio,player_match_fouls_won,player_match_xgchain,player_match_op_xgchain,player_match_xgbuildup,player_match_op_xgbuildup,player_match_xgchain_per_possession,player_match_op_xgchain_per_possession,player_match_xgbuildup_per_possession,player_match_op_xgbuildup_per_possession,player_match_pressures,player_match_pressure_duration_total,player_match_pressure_duration_avg,player_match_pressured_action_fails,player_match_counterpressures,player_match_counterpressure_duration_total,player_match_counterpressure_duration_avg,player_match_counterpressured_action_fails,player_match_obv,player_match_obv_pass,player_match_obv_shot,player_match_obv_defensive_action,player_match_obv_dribble_carry,player_match_deep_completions,player_match_ball_recoveries,player_match_np_psxg,player_match_penalties_faced,player_match_penalties_conceded,player_match_fhalf_ball_recoveries,player_match_defensive_actions,Count_Q,Count_H,period_type,period,value,age,game_player_id,sb_id,period_str,Elo
AS Eupen,4137,Julien Ngoy,2020/2021,2020,Q4,Left Wing,Left Centre Forward,Wing,Centre Forward,91.3124985,0.18699822201812713,0.4952062362643719,2.5086167809836875,0.3568027827678519,0.3568027827678519,0.0833830883685237,0.8439219989320775,0.8439219989320775,0.11813091068011589,0.11813091068011589,0.6036670614210367,0.6036670614210367,5.807510726680065,0.5999108688498938,0.3552193191212205,0.50147272125,0.4853253687874299,0.5,1.596456105781128,0.522072918540011,1.1384726794340803,2.5,0.625,0.11961722488038277,0.4000685950556977,0.3568027827678519,0.4807371400363345,2.875,1.1398175816449727,0.47406846840232303,19.5,14.124836987205299,0.7117844954612388,18.794379197271816,1.8619073426362165,3.810139955466357,13.607657267956673,8.38212440209485,0.7402654504735237,2.34172659346772,5.300132358153608,1.625,1.5,0.4736800933610334,0.31932120712367124,0.0,0.47323659729420997,0.0833830883685237,0.11813091068011589,0.625,0.5,6.084858506178374,4.4121236844287886,0.11813091068011589,0.0,2.142670075640902,45.81376708968475,2.4772160026548526,0.21003618877348457,2.1584568051460997,0.05024916261618385,0.8630437553247631,0.7964588914478976,0.7964588914478976,0.6040500897831698,0.6040500897831698,0.030529015556462456,0.030529015556462456,0.02366428179427145,0.02366428179427145,16.07256208019233,16.3286826056057,0.9792774387788026,2.504021067054113,3.4376916941661477,3.769964096530612,1.0292564883635724,0.7211057100545017,0.41603468747392625,0.11781621762580796,0.17942230010521765,0.006390828921634265,0.11240528489286242,0.5945509183283506,4.406349055061266,0.6184983699252364,0.0,0.0,2.9487228344538376,17.810945628476308,8.0,10.0,quarter,Q4,0.8,22.0,286005.0,4137.0,2020-Q4,1379.6349690766667
AS Eupen,4137,Julien Ngoy,2020/2021,2021,Q1,Left Wing,Left Centre Forward,Wing,Centre Forward,89.34999971428572,0.08338048166547318,0.2225157986622543,2.0484151491905007,0.1615218951902369,0.1615218951902369,0.13041069658819723,1.6322912638846208,1.6322912638846208,0.0,0.13498312710911137,1.1365864153061953,1.1365864153061953,5.636490650074018,0.466452493343857,0.41733490093541886,0.5454942914285714,0.13498312710911137,0.14285714285714285,2.274975799701114,0.715702383093346,0.8843913647813565,1.2857142857142858,1.2857142857142858,0.5957678143934253,0.5619831562541308,0.0,0.436596167607208,1.5714285714285714,0.8506135108871034,0.47619047619047616,19.428571428571427,14.696538051136779,0.7510361056101115,19.675879507342273,2.221513429162967,3.3771764374149265,14.077189640764377,9.642712834475054,0.8811455899808912,2.507229877000976,6.2543373674931875,0.42857142857142855,1.5714285714285714,0.5930100445986966,0.2816051890937195,0.0,1.0510842193549452,0.13041069658819723,0.0,0.42857142857142855,1.2857142857142858,4.12737643860411,5.262176734255276,0.13498312710911137,0.0,1.9134320220813892,47.444947315878274,1.2495348220308489,0.13621804858932157,3.623459975502187,0.0366629985327464,1.0298971758506033,0.6680472454648004,0.6680472454648004,0.41145007369075964,0.41145007369075964,0.0261840977230964,0.0261840977230964,0.015801623966727487,0.015801623966727487,12.092503070538609,14.990693473824253,1.2796341183942055,2.2145395453543473,2.657273981596411,3.0760234011012924,1.1585629772790456,1.119612455853822,0.3151730921242234,0.06369300256207334,0.14427467596407834,0.005951642258377197,0.10125377284089855,1.3560148175085653,3.1562240127256347,0.3026215752056482,0.0,0.0,2.2811064929283327,13.443346928663823,7.0,7.0,quarter,Q1,1.0,23.0,286005.0,4137.0,2021-Q1,1394.2094319633334
AS Eupen,5514,Alfred Finnbogason,2023/2024,2023,Q4,Centre Forward,Left Centre Forward,Centre Forward,Centre Forward,80.25,0.14182640838310925,0.23499701331912193,2.2568273513377473,0.0,0.0,0.19725934059795525,1.6757315226072507,1.6757315226072507,0.0,0.0,0.5675846360136487,0.5675846360136487,6.16236383984905,0.0,2.229804965904052,0.48901668000000004,0.554073443296801,0.5,0.0,0.3349861136089036,0.0,0.5,0.5,0.5675846360136487,0.7750685950556977,0.0,0.0,5.0,2.810900794634548,0.5,18.0,15.716724303063144,0.8856145813431672,19.095209733711343,3.3784854306481966,3.3514630452145013,13.50043052987594,4.500143509958647,0.554073443296801,0.5675846360136487,3.3784854306481966,0.5,1.0,0.0,0.0,0.0,1.108146886593602,0.19725934059795525,0.0,0.0,0.5,5.581268011118554,4.473121124524951,0.0,0.0,1.1351692720272974,44.33927211455489,3.9055364885113026,0.11338158503131275,2.2433161586208996,0.0238095238095238,0.0,0.7163650368908098,0.7118084674328922,0.4759520674774197,0.47139549801950215,0.028537821507482002,0.028369059663237516,0.018789911008182312,0.01862114916393783,16.79784880422305,12.342815681470992,0.8121660104480812,5.608290396552249,3.9325588739449984,3.5185433329504274,0.9800110135417694,1.1216580793104498,-0.2318846492694138,-0.05803424247507368,-0.2246883049802365,0.03190931468409208,0.01892857540688173,1.108146886593602,3.9325588739449984,0.022662026683288903,0.0,0.0,1.6757315226072507,16.79784880422305,2.0,6.0,quarter,Q4,0.3,34.0,90024.0,5514.0,2023-Q4,1354.3680419933332
AS Eupen,7959,Senna Miangue,2020/2021,2020,Q4,Left Centre Back,Left Back,Centre Back,Back,95.558333,0.0,0.0,0.0,0.0,0.0,0.026567433636653367,0.35162355796574263,0.35162355796574263,0.0,0.0,0.4721944576631355,0.23659236342229778,0.23082508498592477,1.1787777991245743,2.473872831998695,0.44893376375,0.5916052393706625,1.0,0.23593195780053475,0.7295798617355592,1.064536937852678,0.125,6.25,2.463564101619428,0.4614583333333333,0.7062127408827998,3.3006406609494645,2.0,1.0557878628702349,0.580318468402323,42.875,31.431730002141784,0.733859458527731,34.48191410372789,12.815451675233327,2.1177079133111447,25.31790984791528,3.8523981699269667,1.3985732013178425,0.4676801008113279,1.9861448677977964,0.0,1.0,0.0,0.1522848284946849,0.0,0.11720785265524754,0.026567433636653367,0.0,4.0,5.75,5.908744410966245,0.47160058469559524,0.0,0.0,0.0,65.35185339937351,1.3015730235645697,0.14172698128914094,3.0430149252002883,0.0,0.11720785265524754,0.42444437430888177,0.39066082681089886,0.40979110600177054,0.37600755850378764,0.009133269808789167,0.008441557559196981,0.008784382438782637,0.008092670189190451,9.090427077968446,9.72642735438901,0.9638959540105696,1.0669681810733322,1.176724826980367,0.9685161924582661,0.6746323213553665,0.0,0.23886944082973555,0.12097924010581523,0.0,0.047269149047435635,0.07062103752779947,0.23082508498592477,9.050748591760398,0.0,0.0,0.0,1.8788409185139314,11.333741814945698,8.0,11.0,quarter,Q4,0.8,23.0,249552.0,7959.0,2020-Q4,1379.6349690766667
AS Eupen,7959,Senna Miangue,2020/2021,2021,Q2,Left Centre Back,Left Back,Centre Back,Back,94.59444533333334,0.0,0.0,0.0,0.0,0.0,0.026520793255253822,0.6337723676044247,0.6337723676044247,0.0,0.0,0.635593220338983,0.0,0.3177966101694915,1.2693655879434076,2.8622005297030224,0.47166076333333334,0.3177966101694915,1.6666666666666667,0.0,0.8888888888888888,0.9646302250803859,0.6666666666666666,8.666666666666666,4.142701419496821,0.4777777777777778,0.6337723676044247,3.1855647907977094,2.0,1.6002234454193687,0.6666666666666666,46.0,35.167047582980935,0.7683265668229288,36.78772077936652,16.481513077741116,2.220934565717324,25.01748034491582,6.3356926378666465,2.8398248332807206,0.9515689777739161,2.544298826812011,0.0,0.6666666666666666,0.0,0.1015232189964566,0.0,0.0,0.026520793255253822,0.0,5.333333333333333,6.666666666666667,4.127819319455793,1.5778477489970666,0.0,0.0,0.0,75.13466040949845,2.8565277860563065,0.151175446708417,5.371062412786261,0.0,0.312228959244296,0.31062318964964497,0.3037042321313506,0.31062318964964497,0.3037042321313506,0.006701377497756709,0.006547622900880369,0.006701377497756709,0.006547622900880369,11.721637150693937,13.123820974673405,1.1560187768138597,2.207873318410854,1.587162198112899,1.9758755768543006,0.9611111790771595,0.0,0.2647392656617395,0.11604232020290901,0.0,0.12675260360011661,0.021944304339023977,0.0,7.941588826932732,0.0,0.0,0.0,1.9087056064730277,13.955632963717731,3.0,10.0,quarter,Q2,0.7,24.0,249552.0,7959.0,2021-Q2,1387.832336425
AS Eupen,9091,Miloš Pantović,2023/2024,2023,Q4,Right Centre Midfielder,Left Centre Forward,Midfielder,Centre Forward,86.7366676,0.0201909832119534,0.02019098323513427,0.3925474739682806,0.18604651162790697,0.18604651162790697,0.06061721621595427,0.8123286485971407,0.8123286485971407,0.2065009623403736,0.21398849954473947,0.7843866606803082,0.5983401490524012,0.4130019246807472,1.8868901812939174,0.20579267508412064,0.42912145200000007,1.6768826503441652,2.0,0.6173780252523619,0.5009523809523809,0.18604651162790697,2.2,4.0,2.2058156768729504,0.5323809523809524,0.0,0.4367290567319482,2.8,1.223913998765382,0.44755716849133587,36.4,26.37543341802467,0.7341349664564782,35.61349390200081,7.623513487807591,6.5245696412376475,23.268627044573396,4.497430125190754,0.6058276862567671,0.6425217318160688,3.249080707117918,0.2,1.8,0.4122936374244942,0.2,0.0,0.0,0.06061721621595427,0.2065009623403736,1.8,2.6,10.146316442806267,2.2876334797228166,0.4122936374244942,0.0,0.3925474739682806,66.46986544790552,2.9376427487432517,0.4907052680250502,2.158127525499904,0.00564607805987114,2.5653158382167933,0.2621711549387108,0.2621711549387108,0.22287722290981823,0.22287722290981823,0.007670356464167752,0.007670356464167752,0.006448534897658902,0.006448534897658902,17.364046302660558,11.567173229928203,0.7036713453231958,2.5171532868581386,4.581964376197504,3.4112635171091115,0.790609397997238,0.8116203613408877,0.02413801507776691,0.05193295912857219,-0.029992640707725733,-0.0034966848790103514,0.0056943854202541585,0.0,7.486185760720188,0.0007321712372093024,0.0,0.0,1.4468066100269934,19.436982995582383,5.0,9.0,quarter,Q4,1.2,27.0,232144.0,9091.0,2023-Q4,1354.3680419933332
AS Eupen,9091,Miloš Pantović,2023/2024,2024,Q1,Right Centre Midfielder,Left Centre Forward,Midfielder,Centre Forward,75.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1912640635340834,1.1912640635340834,0.0,1.1912640635340834,1.1912640635340834,0.46197504,3.5737921906022505,3.0,0.0,0.25,0.0,1.0,5.0,0.0,0.0,0.0,2.382528127068167,6.0,2.382528127068167,0.3333333333333333,29.0,14.295168762409002,0.4929368538761724,32.16412971542025,11.912640635340834,3.5737921906022505,19.060225016545335,4.765056254136334,2.382528127068167,2.382528127068167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,20.251489080079416,2.382528127068167,0.0,0.0,0.0,44.07677035076109,3.5737921906022505,0.0,1.1912640635340834,0.0,1.1912640635340834,0.06770498676373263,0.06770498676373263,0.06770498676373263,0.06770498676373263,0.00211578082850454,0.00211578082850454,0.00211578082850454,0.00211578082850454,27.399073461283923,13.632924818001323,0.5927359151746909,7.147584381204501,8.338848444738584,3.2715303772336206,0.4673614806372423,4.765056254136334,0.08885257445400396,-0.1427904976836532,0.0,0.15774956982131041,0.07389351780277963,0.0,14.295168762409002,0.0,0.0,0.0,7.147584381204501,28.590337524818004,1.0,1.0,quarter,Q1,0.9,27.0,232144.0,9091.0,2024-Q1,1351.6837158199999
AS Eupen,9439,Regan Charles-Cook,2022/2023,2022,Q4,Left Wing,Left Wing Back,Wing,Wing Back,84.25555733333333,0.01815243918879814,0.03630487832041429,0.6164383392756619,0.30821916963783097,0.30821916963783097,0.06029910874137014,1.0689968213378458,1.0689968213378458,0.0,0.0,0.3803888258500074,0.3803888258500074,1.6132655044013313,3.38229691019473,1.0804234103055608,0.54474211,0.3803888258500074,1.0,0.7607776517000148,0.9166666666666666,2.933051061278851,2.3333333333333335,1.3333333333333333,0.6886079954878385,0.6278235078149096,0.0,0.30821916963783097,2.0,0.30821916963783097,0.3333333333333333,24.666666666666668,19.908591312643267,0.8654265793918613,23.41237435732692,3.60691983465267,5.721762810133349,16.552757702789854,7.517257516268065,1.0689968213378458,2.0886771643989452,4.359583530531274,0.3333333333333333,1.6666666666666667,0.3803888258500074,0.2697131046595798,0.0,0.3803888258500074,0.06029910874137014,0.0,0.3333333333333333,1.3333333333333333,8.000783132087088,4.0363276495198415,0.0,0.0,0.6164383392756619,50.5035407162591,3.9298782264045204,0.151175446708417,3.3708703212270152,0.010582010582010568,1.8526276509732906,0.18022772594656886,0.18022772594656886,0.17180270905410355,0.17180270905410355,0.00477542465628773,0.00477542465628773,0.004588201981416719,0.004588201981416719,16.681762814581024,13.989365183341077,0.9175363909578728,1.7804579947611143,4.8921281353674635,4.393315249668171,1.1497628826236956,0.7000345844555534,0.30161977444050264,-0.023796810439469244,0.17975791973265973,0.0460484883733035,0.0996100821320428,0.6886079954878385,7.559651238992619,0.2749643863023456,0.0,0.0,4.165927739830175,22.616721960204597,3.0,8.0,quarter,Q4,0.8,25.0,385635.0,9439.0,2022-Q4,1330.6660766599998
AS Eupen,9439,Regan Charles-Cook,2022/2023,2023,Q2,Left Wing,Left Wing Back,Wing,Wing Back,91.39444533333334,0.03601668061019824,0.0720333620955316,0.6163328197226503,0.0,0.0,0.032231481196765166,0.30586235362141434,0.30586235362141434,0.0,0.30816640986132515,0.30586235362141434,0.30586235362141434,2.2253427276405104,2.140142343532174,1.7545818500999717,0.44647590666666664,0.6140287634827395,1.0,1.3031475542964455,0.5555555555555555,0.38095238095238093,1.6666666666666667,2.3333333333333335,0.9198911171041538,0.3333333333333333,0.0,0.6868147345737953,3.3333333333333335,0.9221951733440646,0.27777777777777773,26.333333333333332,18.835053961233868,0.7119678829388025,24.64925852888511,6.659005657424429,3.057729404396417,16.2333669651208,7.2923610026441805,1.3054516105363563,0.6163328197226503,5.370576572385173,0.3333333333333333,2.3333333333333335,0.6117247072428287,0.2222222222222222,0.0,0.30586235362141434,0.032231481196765166,0.0,1.0,2.0,7.180921868079099,3.438681785348798,0.30586235362141434,0.0,0.6163328197226503,49.36899897262136,3.128211319247562,0.4845087800417503,2.84167554736316,0.013888888888888867,1.3736294691475905,0.5010117736344417,0.2550859393487274,0.491438405375582,0.24551257108986765,0.01653719924967517,0.008604107837366787,0.016207083068504505,0.008273991656196125,15.827585758133859,12.76829415955566,0.8287106964492986,1.9899622888702408,4.810007198256478,3.736925113243609,0.6731041340269631,0.30586235362141434,0.17443533695714,0.0008501382944185639,0.02568543297380586,0.03872129295991402,0.10917848473911973,0.6140287634827395,4.831637836233401,0.121768249614792,0.0,0.0,1.9945704013500627,18.348680482618416,3.0,10.0,quarter,Q2,0.9,26.0,385635.0,9439.0,2023-Q2,1349.078125
AS Eupen,9439,Regan Charles-Cook,2023/2024,2024,Q2,Left Centre Forward,Left Midfielder,Centre Forward,Midfielder,98.9966672,0.0882062061220119,0.09958594296872314,1.0816721379488587,0.0,0.0,0.018528334269893736,0.5262980494028123,0.5262980494028123,0.0,0.0,1.1042397956313086,1.1042397956313086,3.3184955157280775,1.1467916497379569,0.16861826697892274,0.43267572000000004,0.1834862385321101,0.2,1.6602804386942598,0.7339944454435614,2.179604404040678,1.2,1.6,1.0781555721426799,0.6533882093778914,0.0,0.20466173962478681,3.2,0.3669724770642202,0.06666666666666667,20.2,14.839548851076426,0.7262214818794729,17.425226718591524,2.0398613242836947,3.6631078375849073,12.80160443353408,5.890431018248736,0.7309597890275992,1.4832959310691698,3.676175298151967,0.4,1.4,0.5567662451358196,0.360913931397874,0.2,0.38814797815689694,0.018528334269893736,0.0,0.4,1.4,11.191518186876475,4.394573517236446,0.35210450551103284,0.0,1.0816721379488587,39.883598354054655,3.660116021930302,0.3453526340125251,2.9489329268518416,0.03021799628942482,2.552158808571519,0.41178635887878495,0.4031324497472729,0.3705681803086603,0.3619142676932774,0.01482206065161508,0.014533596866566037,0.013135661341556961,0.012847197556507917,22.64231862539379,19.8902994949388,0.8110306194654578,3.5175162803302795,4.988061998508904,5.618522574656552,0.9439939546307873,0.9386066937532271,0.13214572365311641,-0.01672471613236045,-0.046599246535199874,0.004865544468192052,0.19060415680953297,0.9223465656102666,4.72625193445236,0.055985747349365476,0.0,0.0,3.1312918594684938,25.96871467917242,5.0,10.0,quarter,Q2,0.65,27.0,385635.0,9439.0,2024-Q2,1334.006225585
