team_name,player_id,player_name,season,year,half_year,primary_position,secondary_position,primary_position_group,secondary_position_group,player_match_minutes,player_match_np_xg_per_shot,player_match_np_xg,player_match_np_shots,player_match_goals,player_match_np_goals,player_match_xa,player_match_key_passes,player_match_op_key_passes,player_match_assists,player_match_through_balls,player_match_passes_into_box,player_match_op_passes_into_box,player_match_touches_inside_box,player_match_tackles,player_match_interceptions,player_match_possession,player_match_dribbled_past,player_match_dribbles_faced,player_match_dribbles,player_match_challenge_ratio,player_match_fouls,player_match_dispossessions,player_match_long_balls,player_match_successful_long_balls,player_match_long_ball_ratio,player_match_shots_blocked,player_match_clearances,player_match_aerials,player_match_successful_aerials,player_match_aerial_ratio,player_match_passes,player_match_successful_passes,player_match_passing_ratio,player_match_op_passes,player_match_forward_passes,player_match_backward_passes,player_match_sideways_passes,player_match_op_f3_passes,player_match_op_f3_forward_passes,player_match_op_f3_backward_passes,player_match_op_f3_sideways_passes,player_match_np_shots_on_target,player_match_crosses,player_match_successful_crosses,player_match_crossing_ratio,player_match_penalties_won,player_match_passes_inside_box,player_match_op_xa,player_match_op_assists,player_match_pressured_long_balls,player_match_unpressured_long_balls,player_match_aggressive_actions,player_match_turnovers,player_match_crosses_into_box,player_match_sp_xa,player_match_op_shots,player_match_touches,player_match_pressure_regains,player_match_box_cross_ratio,player_match_deep_progressions,player_match_shot_touch_ratio,player_match_fouls_won,player_match_xgchain,player_match_op_xgchain,player_match_xgbuildup,player_match_op_xgbuildup,player_match_xgchain_per_possession,player_match_op_xgchain_per_possession,player_match_xgbuildup_per_possession,player_match_op_xgbuildup_per_possession,player_match_pressures,player_match_pressure_duration_total,player_match_pressure_duration_avg,player_match_pressured_action_fails,player_match_counterpressures,player_match_counterpressure_duration_total,player_match_counterpressure_duration_avg,player_match_counterpressured_action_fails,player_match_obv,player_match_obv_pass,player_match_obv_shot,player_match_obv_defensive_action,player_match_obv_dribble_carry,player_match_deep_completions,player_match_ball_recoveries,player_match_np_psxg,player_match_penalties_faced,player_match_penalties_conceded,player_match_fhalf_ball_recoveries,player_match_defensive_actions,Count_Q,Count_H,period_type,period,value,age,game_player_id,sb_id,period_str,Elo
AS Eupen,4137,Julien Ngoy,2020/2021,2020,H2,Left Wing,Left Centre Forward,Wing,Centre Forward,92.0799982,0.2615677106528695,0.5315650835107276,2.2896775418462,0.4746388190146053,0.4746388190146053,0.06670647069481897,0.6751375991456621,0.6751375991456621,0.09450472854409271,0.09450472854409271,0.48293364913682935,0.48293364913682935,5.215619904027495,0.762712812139165,0.2841754552969764,0.475274541,0.3882602950299439,0.6,1.6575796145080215,0.6176583348320088,1.7651951275724282,2.3,0.7,0.19130284844570383,0.42005487604455816,0.2854422262142815,0.4781772362879938,3.2,1.3898994080229663,0.45068334615042993,19.9,14.219276740333195,0.6994641986715411,18.90493656095297,2.2422691567453255,3.6116586542091142,13.626444093546326,7.366876824335779,0.685799884637745,2.0605563232920283,4.620520616406005,1.6,1.3,0.47455314323022435,0.385913931397874,0.0,0.47419834637676556,0.06670647069481897,0.09450472854409271,0.7,0.5,6.096653886003568,3.906070588861206,0.09450472854409271,0.0,1.9969201775719714,44.47942451371282,2.1689478506417346,0.21338158503131277,1.820352968375806,0.04730624833194078,0.8776100527776627,0.782382885260756,0.782382885260756,0.539917677904251,0.539917677904251,0.030371868741182147,0.030371868741182147,0.02103059612885639,0.02103059612885639,15.132451866322693,15.055133255254244,0.955358250746037,2.2880225149850117,3.321786222298832,3.370062865310884,0.9299463892958876,0.7681027051263967,0.4007480801181097,0.10056513915674534,0.1980277295011214,0.003338509577971673,0.09881665986317044,0.571249803204078,4.7538463251098815,0.7038505403616477,0.0,0.0,2.8289374331401724,17.660359806034286,6.8,10.0,half_year,H2,0.8,22.0,286005.0,4137.0,2020-H2,1375.96916504
AS Eupen,4137,Julien Ngoy,2020/2021,2021,H1,Left Wing,Left Centre Forward,Wing,Centre Forward,89.34999971428572,0.08338048166547318,0.2225157986622543,2.0484151491905007,0.1615218951902369,0.1615218951902369,0.13041069658819723,1.6322912638846208,1.6322912638846208,0.0,0.13498312710911137,1.1365864153061953,1.1365864153061953,5.636490650074018,0.466452493343857,0.41733490093541886,0.5454942914285714,0.13498312710911137,0.14285714285714285,2.274975799701114,0.715702383093346,0.8843913647813565,1.2857142857142858,1.2857142857142858,0.5957678143934253,0.5619831562541308,0.0,0.436596167607208,1.5714285714285714,0.8506135108871034,0.47619047619047616,19.428571428571427,14.696538051136779,0.7510361056101115,19.675879507342273,2.221513429162967,3.3771764374149265,14.077189640764377,9.642712834475054,0.8811455899808912,2.507229877000976,6.2543373674931875,0.42857142857142855,1.5714285714285714,0.5930100445986966,0.2816051890937195,0.0,1.0510842193549452,0.13041069658819723,0.0,0.42857142857142855,1.2857142857142858,4.12737643860411,5.262176734255276,0.13498312710911137,0.0,1.9134320220813892,47.444947315878274,1.2495348220308489,0.13621804858932157,3.623459975502187,0.0366629985327464,1.0298971758506033,0.6680472454648004,0.6680472454648004,0.41145007369075964,0.41145007369075964,0.0261840977230964,0.0261840977230964,0.015801623966727487,0.015801623966727487,12.092503070538609,14.990693473824253,1.2796341183942055,2.2145395453543473,2.657273981596411,3.0760234011012924,1.1585629772790456,1.119612455853822,0.3151730921242234,0.06369300256207334,0.14427467596407834,0.005951642258377197,0.10125377284089855,1.3560148175085653,3.1562240127256347,0.3026215752056482,0.0,0.0,2.2811064929283327,13.443346928663823,7.0,7.0,half_year,H1,1.0,23.0,286005.0,4137.0,2021-H1,1391.658593748
AS Eupen,5514,Alfred Finnbogason,2023/2024,2023,H2,Centre Forward,Left Centre Forward,Centre Forward,Centre Forward,92.08611133333333,0.07025726855824418,0.14727773495100524,1.6644504163388725,0.0,0.0,0.22555080952158138,1.3227513784884148,1.3227513784884148,0.1512350855235417,0.15845070868875236,0.6573313815722627,0.6573313815722627,4.015274384262051,0.0,0.7432683219680173,0.48088357000000004,0.335926233289142,0.3333333333333333,0.15845070868875236,0.44664815147853815,1.0874863585256678,0.8333333333333334,1.1666666666666667,0.815782090261015,0.6833790633704652,0.0,0.3032533245501623,5.666666666666667,2.1756883755940586,0.42142857142857143,22.5,16.443084421158343,0.7500203684524539,20.96292502838538,3.27388180721265,3.227127879331606,15.446811748283883,5.653034675293878,0.9488653520515983,0.48603746635921347,4.2181318568830655,0.5,0.6666666666666666,0.1512350855235417,0.26818988566312324,0.0,0.671852466578284,0.22555080952158138,0.1512350855235417,0.6666666666666666,0.8333333333333334,7.81775190131902,3.354717525074601,0.0,0.0,0.9865061790488482,43.356835705293385,2.9870348408250913,0.11338158503131275,1.8416908810614327,0.02209870233126045,0.7649573577890769,0.54509589220906,0.5435770357230875,0.3326110877919903,0.3310922313060178,0.02013365911063838,0.02007740516255688,0.012289508652571585,0.01223325470449009,16.933824003647068,11.716128200517693,0.7147495291851435,2.797660895717953,3.312965452813795,2.535107554844901,0.7352193955381665,0.6899825575112758,-0.13673449291041365,-0.03897458337617716,-0.11769161880437155,0.009897826443384985,0.010033878984843569,0.5206173810547423,4.5339992604827,0.06282324521032613,0.0,0.0,1.7924759211955859,18.021310362172738,3.3333333333333335,6.0,half_year,H2,0.3,34.0,90024.0,5514.0,2023-H2,1357.91604004
AS Eupen,7959,Senna Miangue,2020/2021,2020,H2,Left Centre Back,Left Back,Centre Back,Back,96.43030254545455,0.007344017592255084,0.007344017505673134,0.08336034826101052,0.0,0.0,0.04188716942820733,0.671140079834826,0.671140079834826,0.0,0.08336034826101052,0.6754676586264649,0.5041206809967647,0.5784603210008925,1.2758139053700288,1.7991802414535962,0.44296389909090905,0.6789515152436558,1.0909090909090908,0.7509456598915262,0.6487853539894975,0.8592882495827895,0.18181818181818182,6.181818181818182,2.207096838855688,0.4122294372294373,0.6789420771732906,3.0552516363561852,2.1818181818181817,1.1753261456788835,0.6016753479791366,43.63636363636363,30.944087030279583,0.7082722735978083,34.62871085760563,14.309727201295253,1.9572842847876772,24.394420920615115,3.953584809577106,1.3443713300721858,0.5037445742378431,2.1054689052670774,0.0,1.0,0.0,0.13844075317698626,0.0,0.08524207465836185,0.04188716942820733,0.0,3.727272727272727,5.7272727272727275,5.463256986531532,0.6750357510137083,0.0,0.0,0.08336034826101052,64.43467287546959,1.522518905589343,0.10307416821028431,2.8692753503475505,0.0012626262626262545,0.4913346164408534,0.43247694896631383,0.39866449273858623,0.4191432205510658,0.3853307643233382,0.00952319193732997,0.008770328400805556,0.009199013418444112,0.008446149881919699,8.273206450308713,9.013418610318086,0.9828651544419628,1.024670018300143,1.0211326852442484,0.8799718433487659,0.6662381137936042,0.0,0.2298867698174571,0.12595413143968803,-0.007809364979391469,0.048260246417272314,0.06348174107186295,0.2481260326492668,9.880816621527972,0.0,0.0,0.0,1.9471764258556723,10.408308605261531,6.636363636363637,11.0,half_year,H2,0.8,23.0,249552.0,7959.0,2020-H2,1375.96916504
AS Eupen,7959,Senna Miangue,2020/2021,2021,H1,Left Centre Back,Left Back,Centre Back,Back,93.4750002,0.007975283401429716,0.015950566669262572,0.19234193574804814,0.0,0.0,0.057364515325192336,0.7706623178137082,0.7706623178137082,0.0,0.11565645847638861,0.7732871091476528,0.48643817517193383,0.6652397971968018,1.0405878645231739,3.635715174547406,0.51547096,0.3982909196906711,1.0,0.37427669266758534,0.7003305560551141,0.6701721443132471,0.6,8.0,3.159423688094789,0.39444444444444443,0.3771129247854777,3.0810551516765687,2.5,1.640223927635811,0.6433333333333333,59.6,47.72037972257055,0.7918746793977902,51.367301001743726,18.443957353630523,3.0712214402019304,36.276853665427396,7.055692243340507,2.775637622236173,0.9563614570390468,3.3236931640652876,0.0,1.1,0.3000080490673727,0.2918278627957479,0.0,0.09260847132492903,0.057364515325192336,0.0,4.3,6.9,4.460506907614203,1.1523811787013318,0.3000080490673727,0.0,0.0,101.04283201780696,2.2731566878583873,0.3407052680250502,4.709029780148336,0.0,0.1898396556473129,0.5323485404315793,0.5237956383249067,0.5024264894454616,0.49387358363445016,0.010292214663294937,0.010122717855619438,0.009687120843914142,0.009517624036238634,8.9279336910554,8.134502626560542,0.9167006716730233,1.9375618492141071,0.759066268565628,0.76328787787448,0.4588585625248319,0.09617096787402407,0.2559309277025995,0.16297916445092137,-0.03213010198738801,0.07724406304946603,0.04783780070645481,0.18435159059098408,8.140095414315487,0.0,0.0,0.0,1.9575824704581344,10.638693699891823,5.8,10.0,half_year,H1,0.7,24.0,249552.0,7959.0,2021-H1,1391.658593748
AS Eupen,9091,Miloš Pantović,2023/2024,2023,H2,Right Centre Midfielder,Left Centre Forward,Midfielder,Centre Forward,91.64074133333332,0.04998926891660048,0.0855437032601945,1.130757696208291,0.200430841236252,0.200430841236252,0.09902509230335241,1.0642068064125267,1.0642068064125267,0.2214083936511272,0.21970589009610528,0.7441027845380354,0.6407436114114203,1.3598191542638298,1.4691526236761852,0.11432926393562257,0.4458051155555556,1.6458600778452874,1.8888888888888888,0.5467450967118688,0.38201058201058197,0.5012598142508902,2.4444444444444446,4.0,1.741816700791503,0.45978835978835975,0.0,0.34345064408899906,2.4444444444444446,0.9786706703440158,0.40419842693963104,39.77777777777778,28.036144295375053,0.7156593332516695,36.225492900360194,7.602298890923141,6.8861858757539105,24.145920924373037,7.167123228852298,1.34954799104887,0.7623606032786504,5.055214634524778,0.3333333333333333,2.111111111111111,0.4312209038248272,0.17037037037037037,0.0,0.20216888303344152,0.09902509230335241,0.2214083936511272,1.2222222222222223,3.111111111111111,10.790947406728321,1.8945315509997311,0.22905202079138565,0.0,1.0240720594129271,69.18136980262119,2.76773753396506,0.3230058533611669,3.2452387630710566,0.014053495934973768,2.9406810497891307,0.4452217513605501,0.426781441201656,0.3239662756622704,0.30552597083765826,0.011387996476910247,0.010847256334616466,0.008539097062303963,0.007998357112705929,17.124978445116497,11.518248845562297,0.6767166239543789,2.4311455866453606,3.364891584909836,2.6466561189881,0.8149823014142249,0.4509002007449376,0.08424375088816473,0.018445794601749388,-0.0008945253732968373,0.020500065990139024,0.04619241705425299,0.10509721492380451,7.731351435984477,0.09675416569160687,0.0,0.0,2.457394427362121,19.09539088304357,4.555555555555555,9.0,half_year,H2,1.2,27.0,232144.0,9091.0,2023-H2,1357.91604004
AS Eupen,9091,Miloš Pantović,2023/2024,2024,H1,Right Centre Midfielder,Left Centre Forward,Midfielder,Centre Forward,75.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1912640635340834,1.1912640635340834,0.0,1.1912640635340834,1.1912640635340834,0.46197504,3.5737921906022505,3.0,0.0,0.25,0.0,1.0,5.0,0.0,0.0,0.0,2.382528127068167,6.0,2.382528127068167,0.3333333333333333,29.0,14.295168762409002,0.4929368538761724,32.16412971542025,11.912640635340834,3.5737921906022505,19.060225016545335,4.765056254136334,2.382528127068167,2.382528127068167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,20.251489080079416,2.382528127068167,0.0,0.0,0.0,44.07677035076109,3.5737921906022505,0.0,1.1912640635340834,0.0,1.1912640635340834,0.06770498676373263,0.06770498676373263,0.06770498676373263,0.06770498676373263,0.00211578082850454,0.00211578082850454,0.00211578082850454,0.00211578082850454,27.399073461283923,13.632924818001323,0.5927359151746909,7.147584381204501,8.338848444738584,3.2715303772336206,0.4673614806372423,4.765056254136334,0.08885257445400396,-0.1427904976836532,0.0,0.15774956982131041,0.07389351780277963,0.0,14.295168762409002,0.0,0.0,0.0,7.147584381204501,28.590337524818004,1.0,1.0,half_year,H1,0.8500000000000001,27.0,232144.0,9091.0,2024-H1,1344.612719726
AS Eupen,9439,Regan Charles-Cook,2022/2023,2022,H2,Left Wing,Left Wing Back,Wing,Wing Back,90.5562495,0.10039968697552637,0.13632352361486136,1.272258382023835,0.23522061894521923,0.23522061894521923,0.0770539125859947,1.1519179846900218,1.1519179846900218,0.0,0.0,0.8523599049102367,0.8523599049102367,2.188239678352948,2.7093121035094114,0.6653356882937493,0.52068614625,0.381922670355818,0.875,1.0466270658901933,0.8858298617355592,2.689817385172183,2.125,1.875,0.7751722832016786,0.4042009641945155,0.0,0.47496749566963636,2.375,0.3445677794618938,0.19791666666666666,28.25,21.16945569729181,0.7687149478085488,24.233559916073805,4.089620912470547,6.043655619309812,17.960075888302057,9.82972301852752,1.458988311537312,2.3645906710101543,6.006144035980054,0.375,2.25,0.39322507823051456,0.17405908091400912,0.0,0.27358664789948195,0.0770539125859947,0.0,0.625,1.75,6.828564146020129,4.590605008161545,0.2505792685367618,0.0,1.0524004160061782,53.040437723773366,2.9084482570925267,0.25170285544015125,3.1774679102538714,0.020294759151667025,2.0045927861716732,0.36337876387739626,0.34831150869184396,0.34503574166055956,0.3241251662402988,0.010589298021462173,0.010089070677081608,0.010072699150456466,0.009363781942728007,14.305219097799174,13.382831313721422,0.942307015493898,2.205503617879476,4.021347287702299,4.1934803688156235,1.053459639644294,0.5028009678932364,0.25692412572904394,-0.005163980448165599,0.08923049643626037,0.01796849745487119,0.15488906381864742,0.3891688365136686,7.0451821817824385,0.24090337854416694,0.0,0.0,3.9490725956750468,19.561702776787016,4.25,8.0,half_year,H2,0.8,25.0,385635.0,9439.0,2022-H2,1326.6059265125
AS Eupen,9439,Regan Charles-Cook,2022/2023,2023,H1,Left Wing,Left Wing Back,Wing,Wing Back,88.0483332,0.1273996114825077,0.13820461568892203,0.7313040824462244,0.21118479899288634,0.21118479899288634,0.03707614133219884,0.4948640637518804,0.4948640637518804,0.0,0.09244992295839755,0.38454741771524376,0.38454741771524376,2.1481818122019742,1.4767729210692513,1.7610235576122981,0.457053363,0.583848840241618,1.0,1.2418722432915739,0.6509916681653423,0.9568337613312329,1.4,2.8,0.9011418021527835,0.31,0.0,0.7201970507899548,2.8,1.0157291670574229,0.32,30.8,23.162792730688704,0.7407759746737167,29.200545817980604,6.213597202314141,5.722719029532824,19.54693546038937,7.909595038609288,0.8065642017637789,1.2948871084692268,5.808143728376282,0.3,2.1,0.47630612380166804,0.14712363236560363,0.0,0.18935494329603078,0.03707614133219884,0.0,1.4,2.1,9.869761140749429,4.229980505802378,0.2869511805056372,0.0,0.6226303041514063,57.55170918805252,4.20650201587389,0.34807720271676706,2.6019661478068676,0.010902156561549331,1.9137789676213082,0.3891074657067179,0.3046107753421654,0.3397204748442427,0.2552237844796902,0.011893354511813777,0.00931853729368272,0.010698938131507938,0.00812412091337687,19.510217720374776,18.514035989267033,0.9750442955415407,3.931975201024266,4.488905798193478,3.229861247631974,0.7120779353693585,0.90279013657467,0.31577937383392657,0.04001231342131012,0.12693767109266996,0.03686301805229174,0.11196638168360859,0.587313986710278,7.428390330353129,0.23226408820980032,0.0,0.0,3.3753867780568276,21.94382440277526,5.8,10.0,half_year,H1,0.9,26.0,385635.0,9439.0,2023-H1,1343.635375976
AS Eupen,9439,Regan Charles-Cook,2023/2024,2023,H2,Left Centre Forward,Left Midfielder,Centre Forward,Midfielder,90.6066648,0.10679102353732255,0.14976485646749998,1.3833977038175367,0.23611719440827258,0.23611719440827258,0.0299457103503624,0.6315361017230928,0.6315361017230928,0.0,0.0,1.0306721679929534,0.822499469772934,2.8788991501620407,1.1901820363230238,0.41634539644003876,0.40387015000000004,0.23611719440827258,1.0,1.404116037519232,0.8339944454435614,1.644945986240371,1.6,1.4,0.6280270981915754,0.5000548760445581,0.0,0.7703276363514677,5.8,1.2460710286995302,0.1607142857142857,20.8,15.481707699666938,0.7716676047135522,17.105705571329203,2.417243187854599,4.987156601938096,13.143302511882322,7.658219324384101,0.5342104419431951,2.3606413343021777,4.763367548138726,0.6,1.6,0.20817269822001938,0.2218278627957479,0.0,0.0,0.0299457103503624,0.0,0.8,1.4,7.634944558916669,3.2110853002633646,0.0,0.0,1.3833977038175367,42.185343310993396,1.9005777635689902,0.0453526340125251,1.0086971302044119,0.03585784313725486,1.69322171272836,0.2840184093563147,0.2840184093563147,0.19048771624031824,0.19048771624031824,0.008898729675744194,0.008898729675744194,0.006125406025394426,0.006125406025394426,17.090285902747674,15.28688346491802,0.9111658837328959,2.0463343519549033,2.6315128765382156,2.3357663382927663,1.1730263161249366,0.20817269822001938,0.05512435478479374,-0.012606267193166959,0.18188126622570602,-0.21449664843881036,0.10034603929592951,0.44779889615980933,4.202311991568579,0.2711417940533162,0.0,0.0,1.8750937222489317,19.92541392531107,5.0,5.0,half_year,H2,0.7,26.0,385635.0,9439.0,2023-H2,1357.91604004
